id,name,approach_date,absolute_magnitude_h,est_diameter_min_km,est_diameter_max_km,is_potentially_hazardous,relative_velocity_kph,miss_distance_km,miss_distance_lunar,orbiting_body,avg_diameter_km,approach_month,size_category
2226514,226514 (2003 UX34),2025-01-07,20.16,0.2469192656,0.5521282628,True,59576.3798149573,18491516.10423837,48.083570739,Earth,0.3995237642,2025-01,large
2438017,438017 (2003 YO3),2025-01-07,18.54,0.5206609142,1.1642331974,False,54996.3055018069,12136326.303555183,31.5581427201,Earth,0.8424470558,2025-01,large
2481442,481442 (2006 WO3),2025-01-07,21.58,0.1283970296,0.2871044863,False,77935.954023887,58239736.59965244,151.4410434939,Earth,0.20775075795,2025-01,large
3485806,(2010 AL60),2025-01-07,22.29,0.0925880583,0.2070331923,False,32361.4464638662,9414482.23419549,24.480519603,Earth,0.1498106253,2025-01,medium
3723888,(2015 NU2),2025-01-07,20.91,0.1748054532,0.3908768761,True,68881.0703726326,73466998.51753892,191.0365597005,Earth,0.28284116465,2025-01,large
3771633,(2017 FZ2),2025-01-07,26.6,0.0127219879,0.0284472297,False,27485.3820705561,43675472.56004904,113.5695235892,Earth,0.0205846088,2025-01,small
3792462,(2017 YD),2025-01-07,25.5,0.0211132445,0.0472106499,False,17691.4977576082,10536583.499046208,27.3983244623,Earth,0.0341619472,2025-01,small
3837883,(2019 AO12),2025-01-07,25.6,0.0201629919,0.0450858206,False,87401.5535619302,72072116.41250834,187.4094416215,Earth,0.03262440625,2025-01,small
3842657,(2019 KJ4),2025-01-07,27.4,0.0088014652,0.0196806745,False,34290.1468082932,49392413.8942228,128.4353113106,Earth,0.01424106985,2025-01,small
3704144,(2015 AC246),2025-01-06,23.4,0.0555334912,0.1241766613,False,21823.557432531,52820770.79549223,137.3500828551,Earth,0.08985507625,2025-01,medium
3781585,(2017 SK2),2025-01-06,23.2,0.0608912622,0.1361570015,False,19273.0559039038,66024505.62198272,171.6838126569,Earth,0.09852413185,2025-01,medium
3785681,(2017 TU1),2025-01-06,26.2,0.0152951935,0.0342010925,False,53321.9785063697,67762561.05205293,176.2032858439,Earth,0.024748143,2025-01,small
3843671,(2019 QY4),2025-01-06,27.6,0.0080270317,0.0179489885,False,65537.9276345136,52117749.5629085,135.5220136488,Earth,0.012988010099999999,2025-01,small
3989263,(2020 BP11),2025-01-06,26.8,0.0116025908,0.0259441818,False,56764.4031185162,35406461.06684568,92.0675765972,Earth,0.0187733863,2025-01,small
3740934,(2016 BD15),2025-01-05,21.2,0.1529519353,0.3420109247,True,93383.3700688104,71450808.49855644,185.7938519174,Earth,0.24748143,2025-01,large
3753595,(2016 KO),2025-01-05,26.5,0.0133215567,0.0297879063,False,55311.8444706586,63031190.87562886,163.9002831432,Earth,0.0215547315,2025-01,small
3989144,(2020 BC6),2025-01-05,20.85,0.1797028549,0.4018277992,True,79858.6540488112,3683381.686023033,9.5779136151,Earth,0.29076532705,2025-01,large
3879137,(2019 TK6),2025-01-04,22.64,0.0788052183,0.1762138252,False,37661.9172929179,40607718.03326146,105.5924279867,Earth,0.12750952175,2025-01,medium
3553148,(2010 XB11),2025-01-03,19.69,0.3065878759,0.6855513317,False,68182.206577871,19016653.471642926,49.4490877475,Earth,0.4960696038,2025-01,large
3645041,(2013 NC15),2025-01-03,22.14,0.0992098919,0.2218400624,False,43417.7895268897,25616443.389347907,66.6105505276,Earth,0.16052497715,2025-01,medium
3647191,(2013 RT9),2025-01-03,26.5,0.0133215567,0.0297879063,False,16233.9842106775,36530806.76349979,94.9912176624,Earth,0.0215547315,2025-01,small
3837864,(2019 AS11),2025-01-03,26.8,0.0116025908,0.0259441818,False,42708.3804730289,48375536.34533886,125.7911201432,Earth,0.0187733863,2025-01,small
3843735,(2019 QL7),2025-01-03,26.65,0.0124324001,0.0277996916,False,30891.5107520968,58599408.62498077,152.3763002449,Earth,0.02011604585,2025-01,small
2459462,459462 (2013 AY52),2025-01-02,19.9,0.2783267681,0.6223575734,False,62720.0394634552,15830336.75368406,41.1636943573,Earth,0.45034217075,2025-01,large
3648769,(2013 TK4),2025-01-02,23.98,0.0425162524,0.0950692305,False,64471.3074111931,53240801.67182095,138.4422909921,Earth,0.06879274145,2025-01,medium
3656933,(2014 BM25),2025-01-02,28.1,0.0063760979,0.0142573883,False,55213.8976234976,42733613.705436125,111.1204038628,Earth,0.0103167431,2025-01,small
3703792,(2015 BF),2025-01-02,26.6,0.0127219879,0.0284472297,False,92433.5572978271,72149352.40152915,187.6102787038,Earth,0.0205846088,2025-01,small
3766462,(2017 AZ13),2025-01-02,21.97,0.1072889455,0.2399053753,False,43194.0973228348,24373475.96157024,63.3784568527,Earth,0.1735971604,2025-01,medium
3837784,(2019 AR8),2025-01-02,25.61,0.0200703514,0.0448786701,False,82067.9308472164,66096247.4945897,171.8703633641,Earth,0.03247451075,2025-01,small
3842769,(2019 LS1),2025-01-02,22.48,0.0848310762,0.189688053,False,44753.354806865,18639595.585777443,48.4686224668,Earth,0.1372595646,2025-01,medium
3843713,(2019 QS6),2025-01-02,26.1,0.0160160338,0.0358129403,False,18369.899581269,40941595.586015895,106.4606112571,Earth,0.025914487049999997,2025-01,small
3968754,(2019 YA5),2025-01-02,26.0,0.0167708462,0.0375007522,False,45382.1604748949,41802119.06605575,108.6982342509,Earth,0.0271357992,2025-01,small
3561029,(2011 GE3),2025-01-01,25.88,0.0177237239,0.0396314515,False,29942.4840770101,49668157.47533864,129.1523285586,Earth,0.0286775877,2025-01,small
2506491,506491 (2003 UW29),2025-01-14,20.69,0.193443872,0.4325536477,True,96974.4703454129,17371524.962223362,45.1712528414,Earth,0.31299875985,2025-01,large
3309857,(2005 YU128),2025-01-14,25.26,0.0235806068,0.0527278398,False,25318.1380938953,7315337.907450606,19.0221053682,Earth,0.0381542233,2025-01,small
3459429,(2009 JR),2025-01-14,21.41,0.138852907,0.310484539,True,35255.9647684223,20426799.92997703,53.1158977916,Earth,0.22466872300000001,2025-01,large
3690386,(2014 SD145),2025-01-14,26.9,0.0110803882,0.0247765013,False,24076.0599167771,63564543.200627446,165.2871615421,Earth,0.01792844475,2025-01,small
3724104,(2015 NS13),2025-01-14,19.98,0.2682594171,0.5998462923,False,41574.8093947034,12016268.208482826,31.2459551269,Earth,0.4340528547,2025-01,large
3843826,(2019 RP2),2025-01-14,28.9,0.004411182,0.0098637028,False,12081.3799897366,30555004.61111053,79.4523130157,Earth,0.0071374424,2025-01,small
3892657,(2019 VJ2),2025-01-14,26.1,0.0160160338,0.0358129403,False,88958.0701581372,72046112.14388156,187.3418226073,Earth,0.025914487049999997,2025-01,small
2803401,803401 (2015 NS13),2025-01-14,19.98,0.2682594171,0.5998462923,False,41574.8094272809,12016268.447839418,31.2459557493,Earth,0.4340528547,2025-01,large
3102771,(2002 AL31),2025-01-13,24.5,0.0334622374,0.0748238376,False,41756.5699551389,21591690.628704485,56.1449682042,Earth,0.0541430375,2025-01,medium
3360486,(2006 WE4),2025-01-13,18.9,0.4411182,0.9863702813,False,63365.5885506077,41747245.57999381,108.5555464835,Earth,0.7137442406500001,2025-01,large
3645650,(2013 PZ38),2025-01-13,24.0,0.0421264611,0.0941976306,False,25616.8558539439,53567479.52788589,139.2917528595,Earth,0.06816204584999999,2025-01,medium
3792468,(2017 YH),2025-01-13,18.12,0.6317641482,1.4126675811,False,43379.4686554519,33497847.803687,87.1046011259,Earth,1.0222158646500001,2025-01,large
3797753,(2018 BV1),2025-01-13,24.3,0.0366906138,0.0820427065,False,71576.2324083794,73699997.4394205,191.6424278229,Earth,0.05936666015,2025-01,medium
3986841,(2020 BK3),2025-01-13,26.9,0.0110803882,0.0247765013,False,29436.0947926279,13359180.581947302,34.7379360841,Earth,0.01792844475,2025-01,small
3313157,(2006 BA),2025-01-12,27.6,0.0080270317,0.0179489885,False,38454.9031093907,22092069.249428306,57.4461049347,Earth,0.012988010099999999,2025-01,small
3648878,(2013 TG6),2025-01-12,26.58,0.012839703,0.0287104486,False,44844.9883404944,43060552.47514613,111.9705441851,Earth,0.0207750758,2025-01,small
3989277,(2020 BN12),2025-01-12,25.9,0.0175612318,0.0392681082,False,38741.1017709114,25592941.683649205,66.5494389388,Earth,0.02841467,2025-01,small
3615463,(2012 UK171),2025-01-11,24.46,0.0340843469,0.0762149166,False,22903.3541937018,4081256.429654541,10.6125090627,Earth,0.05514963175,2025-01,medium
3730322,(2015 TL178),2025-01-11,21.26,0.1487835705,0.3326901775,True,63220.2723822373,49699887.73707776,129.2348368979,Earth,0.240736874,2025-01,large
3742059,(2016 CF31),2025-01-11,21.73,0.1198270801,0.2679414966,False,51574.2312735886,25935610.62451035,67.4404824944,Earth,0.19388428835,2025-01,medium
3773744,(2017 FB157),2025-01-11,27.7,0.0076657557,0.0171411509,False,46527.2754855059,52134330.21291038,135.565128386,Earth,0.012403453299999999,2025-01,small
3795086,(2017 YQ5),2025-01-11,24.7,0.0305179233,0.0682401509,False,44896.8626690764,32292968.681761533,83.9715486404,Earth,0.0493790371,2025-01,small
3797456,(2018 AN2),2025-01-11,24.8,0.0291443905,0.0651688382,False,41015.7108874141,24393068.46548883,63.4294033269,Earth,0.04715661435,2025-01,small
3836886,(2018 XA4),2025-01-11,29.0,0.0042126461,0.0094197631,False,32685.1153427529,59918690.38426196,155.806834412,Earth,0.0068162046,2025-01,small
2497113,497113 (2004 EK1),2025-01-10,22.29,0.0925880583,0.2070331923,False,22587.6042002407,29822591.16693813,77.5478151122,Earth,0.1498106253,2025-01,medium
3167343,(2003 WP7),2025-01-10,23.45,0.0542693946,0.1213500554,False,42162.5119167832,22656870.442572538,58.9147599639,Earth,0.087809725,2025-01,medium
3702319,(2014 YD),2025-01-10,24.29,0.0368599699,0.0824213984,False,17045.7232403826,14974781.359067757,38.9389898979,Earth,0.05964068415,2025-01,medium
3797861,(2018 BM3),2025-01-10,21.99,0.1063053145,0.2377059096,True,82232.6223896413,21814630.844123658,56.7246806279,Earth,0.17200561204999998,2025-01,medium
3399548,(2008 AU28),2025-01-09,25.03,0.0262153087,0.0586192124,False,38741.9560296181,4811939.983897414,12.5125087258,Earth,0.04241726055,2025-01,small
3701880,(2014 XO7),2025-01-09,26.8,0.0116025908,0.0259441818,False,32108.4580819004,55001479.0075566,143.02058802,Earth,0.0187733863,2025-01,small
3878578,(2019 TL2),2025-01-09,24.4,0.0350392641,0.0783501764,False,18580.9580594344,59495075.397284426,154.7053064963,Earth,0.05669472025,2025-01,medium
3892010,(2019 UE13),2025-01-09,25.75,0.0188171989,0.042076536,False,26008.7189881431,52418994.479571976,136.3053421319,Earth,0.030446867449999998,2025-01,small
2000887,887 Alinda (A918 AA),2025-01-08,13.82,4.5767266723,10.2338719537,False,29695.3159727308,12296605.087478507,31.9749163476,Earth,7.405299313,2025-01,large
2451003,451003 (2008 UD1),2025-01-08,19.49,0.3361669212,0.7516920875,True,50939.1007892356,26800560.540965848,69.6896155703,Earth,0.5439295043500001,2025-01,large
3485264,(2010 AL30),2025-01-08,27.2,0.0096506147,0.0215794305,False,48894.5442113194,19541496.47531868,50.8138393207,Earth,0.0156150226,2025-01,small
3692560,(2014 TU),2025-01-08,25.09,0.0255008688,0.0570216761,False,25312.6217193537,45581702.56458096,118.5263018626,Earth,0.04126127245,2025-01,small
3837605,(2019 AE3),2025-01-08,27.4,0.0088014652,0.0196806745,False,32688.5328082797,40671208.92510731,105.7575236323,Earth,0.01424106985,2025-01,small
3893856,(2019 XL),2025-01-08,26.6,0.0127219879,0.0284472297,False,60677.2366506572,46538177.43028861,121.013427667,Earth,0.0205846088,2025-01,small
3536591,(2010 NG1),2025-01-18,20.29,0.2325706875,0.5200438667,False,66994.4535624706,71957078.28340086,187.1103074679,Earth,0.3763072771,2025-01,large
3618492,(2012 WQ10),2025-01-18,22.68,0.077366861,0.1729975604,False,54149.1951237498,61627285.520752855,160.2497018679,Earth,0.1251822107,2025-01,medium
3744790,(2016 DL),2025-01-18,21.4,0.1394938229,0.3119176705,True,72722.0867702882,27109155.90409241,70.4920574517,Earth,0.22570574670000002,2025-01,large
3763953,(2016 WH1),2025-01-18,25.1,0.0253837029,0.0567596853,False,57534.971335367,43759953.63375309,113.7892000971,Earth,0.0410716941,2025-01,small
54341664,(2023 CA4),2025-01-18,22.11,0.100590039,0.2249261651,False,42565.1487867598,17310120.84098572,45.0115834346,Earth,0.16275810205,2025-01,medium
2847344,847344 (2023 CA4),2025-01-18,22.11,0.100590039,0.2249261651,False,42565.1488176222,17310120.84098572,45.0115834346,Earth,0.16275810205,2025-01,medium
3592306,(2012 AN10),2025-01-17,22.63,0.0791689667,0.1770271912,False,41187.854247844,15258461.406382836,39.6766443739,Earth,0.12809807895,2025-01,medium
3627014,(2013 DB),2025-01-17,25.6,0.0201629919,0.0450858206,False,38295.1778043355,46853591.06041552,121.8335991181,Earth,0.03262440625,2025-01,small
3674427,(2014 NA39),2025-01-17,24.1,0.040230458,0.0899580388,False,40436.9505233777,70291378.95983206,182.7789821832,Earth,0.0650942484,2025-01,medium
3781651,(2017 SS10),2025-01-17,25.2,0.0242412481,0.0542050786,False,55516.0871072981,67410544.39852612,175.2879353899,Earth,0.03922316335,2025-01,small
3656929,(2014 BG25),2025-01-16,25.3,0.0231502122,0.0517654482,False,56420.9370068609,39660831.31391615,103.1302342815,Earth,0.0374578302,2025-01,small
3660308,(2014 BR57),2025-01-16,23.9,0.04411182,0.0986370281,False,26123.5280710143,71736247.727064,186.5360808,Earth,0.07137442405,2025-01,medium
3724583,(2015 OH26),2025-01-16,24.1,0.040230458,0.0899580388,False,28022.8606829734,42681236.02047854,110.984205938,Earth,0.0650942484,2025-01,medium
3761738,(2016 UA41),2025-01-16,24.4,0.0350392641,0.0783501764,False,27342.5268230834,69592130.51073079,180.9607233624,Earth,0.05669472025,2025-01,medium
3370495,(2007 EA26),2025-01-15,20.86,0.1788771952,0.3999815682,False,39846.6923753916,21123091.54725817,54.9264679496,Earth,0.2894293817,2025-01,large
3739391,(2016 AH65),2025-01-15,25.8,0.0183888672,0.0411187571,False,49202.0769766561,36314173.81867663,94.4279060622,Earth,0.02975381215,2025-01,small
3767164,(2017 BO30),2025-01-15,23.9,0.04411182,0.0986370281,False,47464.8826739897,35787058.707591526,93.0572463181,Earth,0.07137442405,2025-01,medium
3627059,(2013 DF),2025-01-21,24.6,0.0319561887,0.0714562102,False,37373.2680689928,38895592.70119409,101.1403809477,Earth,0.05170619945,2025-01,medium
3678248,(2014 OG300),2025-01-21,24.3,0.0366906138,0.0820427065,False,39784.2382857503,13764722.455772905,35.7924684041,Earth,0.05936666015,2025-01,medium
3740496,(2016 AG193),2025-01-21,23.5,0.0530340723,0.1185877909,False,55007.7083533634,16829549.427043512,43.7619514711,Earth,0.0858109316,2025-01,medium
3767871,(2017 BN92),2025-01-21,25.73,0.0189913123,0.0424658654,False,22400.5997367433,1801435.350216092,4.6842802724,Earth,0.03072858885,2025-01,small
3769886,(2017 DA36),2025-01-21,25.1,0.0253837029,0.0567596853,False,20759.3916858941,51908321.96957432,134.9774381558,Earth,0.0410716941,2025-01,small
3836890,(2018 XE4),2025-01-21,26.4,0.0139493823,0.0311917671,False,28458.6936139709,14457727.9164829,37.5944935547,Earth,0.0225705747,2025-01,small
3836913,(2018 XD5),2025-01-21,24.7,0.0305179233,0.0682401509,False,55688.9286733783,37857743.23635187,98.4416564149,Earth,0.0493790371,2025-01,small
3564040,(2011 HO5),2025-01-20,24.23,0.0378926498,0.0847305409,False,16568.4241692129,42821495.0040872,111.3489219906,Earth,0.06131159535,2025-01,medium
3801962,(2018 FV),2025-01-20,24.68,0.0308003021,0.0688715693,False,29858.1117997778,18061902.511950005,46.9664446235,Earth,0.0498359357,2025-01,small
3843555,(2019 PZ2),2025-01-20,19.81,0.2901048414,0.648694146,False,119027.0978999561,58807367.032593474,152.9170554078,Earth,0.4693994937,2025-01,large
3515028,(2010 GH7),2025-01-19,27.35,0.0090064777,0.0201390963,False,45358.2379699121,38462131.78080464,100.013250608,Earth,0.014572787,2025-01,small
3752780,(2016 JW5),2025-01-19,22.01,0.1053307015,0.2355266087,True,51253.2807438938,9206432.018369963,23.9395257108,Earth,0.1704286551,2025-01,medium
3781595,(2017 RO16),2025-01-19,27.8,0.0073207399,0.016369672,False,59823.0466016609,42638166.09059555,110.8722110097,Earth,0.01184520595,2025-01,small
3840791,(2019 GM1),2025-01-19,27.25,0.0094309399,0.0210882227,False,10560.2538708167,22252617.02528167,57.8635780231,Earth,0.015259581299999998,2025-01,small
3626687,(2013 CW87),2025-01-28,25.87,0.0178055329,0.039814382,False,12025.8419963262,13131492.803324748,34.1458785509,Earth,0.02880995745,2025-01,small
3708364,(2015 BP509),2025-01-28,27.8,0.0073207399,0.016369672,False,79841.3953877791,32976155.77994705,85.7480430597,Earth,0.01184520595,2025-01,small
3738913,(2015 YC1),2025-01-28,26.0,0.0167708462,0.0375007522,False,20508.7700747426,25054817.85978803,65.1501531904,Earth,0.0271357992,2025-01,small
3767241,(2017 BO31),2025-01-27,19.76,0.2968622513,0.6638041738,False,79465.974486354,16873153.914995372,43.8753364131,Earth,0.48033321255,2025-01,large
3795129,(2017 YJ7),2025-01-27,26.3,0.0146067964,0.0326617897,False,55355.7066061316,40488906.86635513,105.2834827863,Earth,0.023634293049999998,2025-01,small
3797906,(2018 BL5),2025-01-27,24.3,0.0366906138,0.0820427065,False,14425.6913107932,15204334.817606444,39.5358987668,Earth,0.05936666015,2025-01,medium
3989349,(2020 CA),2025-01-27,29.6,0.0031956189,0.007145621,False,69332.3128526908,28849084.793167997,75.0164022024,Earth,0.00517061995,2025-01,small
2806899,806899 (2017 BO31),2025-01-27,19.76,0.2968622513,0.6638041738,False,79465.974500016,16873153.900035586,43.8753363742,Earth,0.48033321255,2025-01,large
3342322,(2006 SE6),2025-01-26,22.97,0.0676947481,0.1513700585,False,50621.2976317723,62393709.517077215,162.2426375599,Earth,0.1095324033,2025-01,medium
3557543,(2011 CD66),2025-01-26,26.9,0.0110803882,0.0247765013,False,59815.8722963128,35323013.69946353,91.8505880404,Earth,0.01792844475,2025-01,small
3740499,(2016 AK193),2025-01-26,22.08,0.1019893859,0.2280551997,False,74281.1682952613,54834065.5272183,142.58526201,Earth,0.1650222928,2025-01,medium
3763102,(2016 UB107),2025-01-26,25.2,0.0242412481,0.0542050786,False,34899.5797722267,20407917.238032017,53.0667970446,Earth,0.03922316335,2025-01,small
3769438,(2017 BG136),2025-01-26,25.98,0.0169260249,0.0378477424,False,71938.4142245278,66042979.08895435,171.7318492944,Earth,0.02738688365,2025-01,small
3989284,(2020 BW12),2025-01-26,26.1,0.0160160338,0.0358129403,False,51725.2322874586,59120739.42970381,153.7319190317,Earth,0.025914487049999997,2025-01,small
3102783,(2002 BM5),2025-01-25,22.51,0.0836671502,0.1870854353,False,44459.6698164272,44000505.004101634,114.4147068845,Earth,0.13537629275,2025-01,medium
3409964,(2008 JG),2025-01-25,20.84,0.1805323255,0.4036825521,True,79098.2212080686,62420482.0306056,162.3122542447,Earth,0.2921074388,2025-01,large
3602706,(2012 HG2),2025-01-25,27.0,0.0105816886,0.023661375,False,23974.216365622,15702473.01574978,40.8312097166,Earth,0.0171215318,2025-01,small
3781359,(2017 QC36),2025-01-25,20.7,0.1925550782,0.4305662442,True,66641.9297838196,63297391.65349676,164.5924861979,Earth,0.31156066120000003,2025-01,large
3797745,(2018 AM13),2025-01-25,22.13,0.099667824,0.2228640296,False,38306.7739426709,72726084.11456461,189.1099567164,Earth,0.16126592680000001,2025-01,medium
3837955,(2019 BA1),2025-01-25,22.19,0.0969515991,0.2167903661,False,69249.5926789943,38217464.89825346,99.3770422361,Earth,0.1568709826,2025-01,medium
3445079,(2009 BO58),2025-01-24,21.87,0.1123453177,0.2512117673,False,74567.6738039657,28772488.993272062,74.8172298067,Earth,0.1817785425,2025-01,medium
3558375,(2011 EL11),2025-01-24,19.88,0.2809020939,0.6281161771,True,78886.7259181175,9810797.749147562,25.5110605814,Earth,0.4545091355,2025-01,large
3728857,(2015 SY16),2025-01-24,21.58,0.1283970296,0.2871044863,True,103201.1521701314,63180869.88751354,164.2894941368,Earth,0.20775075795,2025-01,large
3989213,(2020 BN9),2025-01-24,23.76,0.0470494961,0.1052058716,False,39311.7717175826,13418191.780535787,34.8913831636,Earth,0.07612768385,2025-01,medium
2877808,877808 (2011 EL11),2025-01-24,19.88,0.2809020939,0.6281161771,True,78886.7259208423,9810797.749147562,25.5110605814,Earth,0.4545091355,2025-01,large
3797709,(2018 AH13),2025-01-23,24.18,0.038775283,0.0867041687,False,28637.3225175486,19343743.260402694,50.2996207653,Earth,0.06273972585,2025-01,medium
2265196,265196 (2004 BW58),2025-01-22,18.84,0.453476699,1.0140047252,True,37794.712471969,10773851.9441376,28.0152946447,Earth,0.7337407120999999,2025-01,large
3145514,(2003 AA3),2025-01-22,20.2,0.2424124811,0.5420507863,True,43482.3597691132,34255211.195577785,89.0739764883,Earth,0.3922316337,2025-01,large
3837565,(2019 AV),2025-01-22,24.3,0.0366906138,0.0820427065,False,64479.4366017938,39823525.774324656,103.5532894032,Earth,0.05936666015,2025-01,medium
3709715,(2015 CL),2025-01-29,25.52,0.0209196771,0.04677782,False,43783.22248933,17982845.109022796,46.7608713106,Earth,0.03384874855,2025-01,small
3799425,(2018 CR3),2025-01-29,25.63,0.0198863453,0.04446722,False,111379.4680666525,48245526.82043666,125.4530558032,Earth,0.03217678265,2025-01,small
3837925,(2019 BL),2025-01-29,25.2,0.0242412481,0.0542050786,False,64209.7082334118,68421299.95377605,177.9162075103,Earth,0.03922316335,2025-01,small
3989084,(2020 BB5),2025-01-29,29.7,0.0030517923,0.0068240151,False,42003.298612778,13832150.195085244,35.9678010515,Earth,0.004937903699999999,2025-01,small
54244790,(2022 CN1),2025-01-29,21.5,0.1332155667,0.2978790628,True,54530.0980318768,8870168.095353078,23.0651371513,Earth,0.21554731475,2025-01,large
2886933,886933 (2022 CN1),2025-01-29,21.5,0.1332155667,0.2978790628,True,54530.0980297981,8870168.095353078,23.0651371513,Earth,0.21554731475,2025-01,large
3114026,(2002 CC14),2025-02-04,24.8,0.0291443905,0.0651688382,False,45676.558231961,3221481.327919149,8.3768320803,Earth,0.04715661435,2025-02,small
3550466,(2010 VZ11),2025-02-04,25.6,0.0201629919,0.0450858206,False,19834.9466614448,42213564.68518282,109.7681181058,Earth,0.03262440625,2025-02,small
3553988,(2010 XR69),2025-02-04,25.4,0.022108281,0.0494356193,False,42420.4902237676,41739188.11903731,108.5345946323,Earth,0.035771950149999995,2025-02,small
3721991,(2015 MT59),2025-02-04,19.56,0.3255029858,0.727846803,False,105589.0326613169,60364054.971724965,156.9649179096,Earth,0.5266748944,2025-02,large
3721289,(2015 MC),2025-02-04,24.11,0.0400456158,0.0895447192,False,24207.5551282798,27392185.06603491,71.2280194276,Earth,0.0647951675,2025-02,medium
3739246,(2016 AZ8),2025-02-04,21.07,0.1623883902,0.3631114793,True,81089.0269454729,67311767.7074855,175.0310859253,Earth,0.26274993474999997,2025-02,large
3789390,(2017 VU13),2025-02-04,20.89,0.1764229081,0.3944936153,False,58919.7679871677,52858560.74335251,137.4483482229,Earth,0.2854582617,2025-02,large
3836246,(2018 VR9),2025-02-04,22.7,0.0766575574,0.1714115092,False,120881.9997925513,45636721.07081808,118.6693667266,Earth,0.1240345333,2025-02,medium
3838075,(2019 BZ4),2025-02-04,26.27,0.0148099972,0.0331161605,False,27635.3597865792,14941503.44752434,38.852457198,Earth,0.02396307885,2025-02,small
3989259,(2020 BL11),2025-02-04,27.8,0.0073207399,0.016369672,False,50792.1453642586,65392950.77752837,170.0415778143,Earth,0.01184520595,2025-02,small
2326290,326290 Akhenaten (1998 HE3),2025-02-03,21.81,0.1154928176,0.258249791,True,58125.1643121928,18470358.701881077,48.0285550525,Earth,0.1868713043,2025-02,medium
3092284,(2001 BX15),2025-02-03,21.75,0.1187284988,0.2654849942,False,48966.7346673872,18251012.380811423,47.4581878481,Earth,0.19210674649999998,2025-02,medium
3358222,(2006 VX2),2025-02-03,24.78,0.0294140602,0.0657718381,False,33587.1900522409,48256790.29838534,125.4823442745,Earth,0.047592949149999994,2025-02,small
3601299,(2012 EL8),2025-02-03,28.3,0.0058150704,0.0130028927,False,36223.3605784342,42225926.046939634,109.8002614092,Earth,0.009408981549999999,2025-02,small
3656792,(2014 BA3),2025-02-03,28.32,0.0057617575,0.0128836815,False,53254.2571588825,60818033.74861768,158.1454009219,Earth,0.0093227195,2025-02,small
3745111,(2016 EJ27),2025-02-03,25.3,0.0231502122,0.0517654482,False,92858.8285364378,73557953.63354446,191.2730706891,Earth,0.0374578302,2025-02,small
3797702,(2018 AE13),2025-02-03,24.5,0.0334622374,0.0748238376,False,35857.0069508709,45765037.56670591,119.0030286758,Earth,0.0541430375,2025-02,medium
3827356,(2018 RE3),2025-02-03,27.3,0.0092162655,0.0206081961,False,40042.2308365066,5948840.412515114,15.4687959158,Earth,0.014912230799999999,2025-02,small
3989158,(2020 BY6),2025-02-03,24.16,0.0391340663,0.0875064325,False,43291.5842701991,39942884.70879178,103.863658966,Earth,0.0633202494,2025-02,medium
3617387,(2012 VE46),2025-02-02,20.2,0.2424124811,0.5420507863,True,47540.1681472651,66886272.21544292,173.924668124,Earth,0.3922316337,2025-02,large
3831890,(2018 UJ1),2025-02-02,23.4,0.0555334912,0.1241766613,False,22544.5557069723,70331538.85210866,182.8834101279,Earth,0.08985507625,2025-02,medium
3991734,(2020 DH2),2025-02-02,25.2,0.0242412481,0.0542050786,False,43395.5634161051,28601105.1405846,74.37157962,Earth,0.03922316335,2025-02,small
3729141,(2015 TQ21),2025-02-01,27.4,0.0088014652,0.0196806745,False,87843.02699516,23170348.451185036,60.2499590904,Earth,0.01424106985,2025-02,small
3741971,(2016 CA30),2025-02-01,27.5,0.008405334,0.0187948982,False,39257.1422207273,22274384.81686814,57.9201809074,Earth,0.0136001161,2025-02,small
3743127,(2016 CZ192),2025-02-01,24.6,0.0319561887,0.0714562102,False,48032.6983022614,25059845.55996278,65.1632267413,Earth,0.05170619945,2025-02,medium
3745113,(2016 EL27),2025-02-01,26.1,0.0160160338,0.0358129403,False,31395.3670248341,34471592.29238681,89.636633207,Earth,0.025914487049999997,2025-02,small
3797901,(2018 BG5),2025-02-01,24.08,0.0406027058,0.0907904103,False,68260.8687012515,53438187.010614805,138.9555529576,Earth,0.06569655804999999,2025-02,medium
3626029,(2013 CW32),2025-01-31,22.09,0.1015207872,0.2270073813,False,69206.727558128,18905648.38143234,49.1604407227,Earth,0.16426408425,2025-01,medium
3711778,(2015 DJ155),2025-01-31,23.99,0.042320908,0.0946324271,False,33229.4952090886,7112686.274839131,18.4951494357,Earth,0.06847666755,2025-01,medium
3825180,(2018 LM4),2025-01-31,18.72,0.4792421155,1.071617948,False,65685.4721324726,16203071.605181642,42.1329184327,Earth,0.77543003175,2025-01,large
3830887,(2018 SO2),2025-01-31,25.9,0.0175612318,0.0392681082,False,53317.2839888513,62011409.16833482,161.2485402799,Earth,0.02841467,2025-01,small
3989089,(2020 BG5),2025-01-31,23.7,0.0483676488,0.1081533507,False,23591.2848318598,49386912.38767419,128.4210057189,Earth,0.07826049975,2025-01,medium
2790064,790064 (2018 LM4),2025-01-31,18.71,0.4814541966,1.0765643117,False,65685.4745627012,16203072.278372057,42.1329201832,Earth,0.77900925415,2025-01,large
3313733,(2006 BC8),2025-01-30,25.1,0.0253837029,0.0567596853,False,62971.2720227282,21833713.772817664,56.7743020514,Earth,0.0410716941,2025-01,small
3337734,(2006 OT9),2025-01-30,20.02,0.263363131,0.5888978636,False,31750.6039389167,9365762.381717063,24.3538331561,Earth,0.42613049729999997,2025-01,large
